"Age","ChildrenNumber","CountryCitizen","EmploymentField","EmploymentStatus","ExpectedEarning","Gender","Income","JobPref","JobRoleInterest","LanguageAtHome","MaritalStatus","SchoolDegree","StudentDebtOwe"
29,NA,"Romania",NA,"Not working but looking for work",NA,"male",NA,"start your own business",NA,"Romanian",NA,"bachelor's degree",NA
23,NA,"Romania",NA,"Not working and not looking for work",NA,"male",NA,"freelance",NA,"Romanian",NA,"high school diploma or equivalent (GED)",NA
24,NA,"Greece","office and administrative support","Employed for wages",NA,"female",6000,"freelance",NA,"Greek",NA,"bachelor's degree",NA
30,NA,"Spain","software development and IT","Self-employed freelancer",NA,"male",45000,NA,NA,"Spanish",NA,"master's degree (non-professional)",NA
22,NA,"Gambia",NA,"Not working but looking for work",NA,"male",NA,"freelance",NA,"English",NA,"some college credit, no degree",NA
20,NA,"India",NA,"Not working and not looking for work",30000,"male",NA,"work for a startup","Back-End Web Developer","Gujarati",NA,"some college credit, no degree",NA
30,NA,"South Africa",NA,"Employed for wages",70000,"female",14600,"work for a medium-sized company","Data Scientist / Data Engineer","English","married or domestic partnership","some college credit, no degree",6000
23,NA,"United Kingdom","education","Employed for wages",40000,"female",12000,"work for a startup","Data Scientist / Data Engineer","English",NA,"bachelor's degree",35000
27,NA,"United States of America","software development and IT","Employed for wages",NA,"male",90000,NA,NA,"English",NA,"bachelor's degree",20000
28,NA,"United States of America","software development and IT","Self-employed freelancer",NA,"male",41500,"start your own business",NA,"English",NA,"associate's degree",NA
21,NA,"Germany",NA,NA,75000,"male",NA,"work for a multinational corporation","Data Scientist / Data Engineer","Romanian",NA,"some college credit, no degree",NA
34,2,"Slovakia","office and administrative support","Employed for wages",50000,"male",NA,"work for a medium-sized company","Full-Stack Web Developer","Slovene","married or domestic partnership","master's degree (non-professional)",NA
22,NA,"United States of America",NA,"Doing an unpaid internship",NA,"male",NA,NA,NA,"English",NA,"bachelor's degree",2e+05
21,NA,"Belarus","architecture or physical engineering","Employed for wages",NA,"female",8400,"start your own business",NA,"Russian",NA,"bachelor's degree",NA
50,NA,"United States of America",NA,"Employed for wages",NA,"male",70000,"start your own business",NA,"English",NA,"bachelor's degree",NA
30,3,"United States of America",NA,"Self-employed business owner",NA,"male",41200,NA,NA,"English","married or domestic partnership","bachelor's degree",5000
36,3,"Canada",NA,"Self-employed freelancer",75000,"male",NA,"work for a startup","Back-End Web Developer","French","married or domestic partnership","associate's degree",NA
22,NA,"Serbia",NA,"Not working but looking for work",70000,"male",NA,"work for a multinational corporation","Full-Stack Web Developer","Serbo-Croatian",NA,"bachelor's degree",NA
25,NA,"Russia",NA,"Employed for wages",NA,"male",10000,NA,NA,"Russian",NA,"master's degree (non-professional)",NA
35,NA,"United States of America",NA,"Not working and not looking for work",90000,"male",NA,"work for a medium-sized company","Back-End Web Developer","English",NA,"bachelor's degree",26000
17,NA,"Australia",NA,NA,NA,"male",NA,"freelance",NA,"Sinhalese",NA,"high school diploma or equivalent (GED)",NA
32,NA,"United States of America","education","Employed for wages",NA,"female",NA,"freelance",NA,"English",NA,"master's degree (non-professional)",NA
22,NA,"Kazakhstan",NA,"A stay-at-home parent or homemaker",50000,"male",NA,"work for a multinational corporation","Data Scientist / Data Engineer","Kazakh",NA,"high school diploma or equivalent (GED)",NA
26,NA,"United States of America","transportation","Employed for wages",50000,"male",39000,"work for a medium-sized company","Data Scientist / Data Engineer","English",NA,"master's degree (non-professional)",NA
24,NA,"France",NA,NA,NA,"female",NA,"work for a startup","Front-End Web Developer","French",NA,"master's degree (non-professional)",NA
43,NA,"United States of America",NA,NA,60000,"female",NA,"work for a multinational corporation","Quality Assurance Engineer","English",NA,"master's degree (non-professional)",NA
22,NA,"Lebanon","software development and IT","Employed for wages",NA,"male",10000,NA,NA,"Arabic",NA,"bachelor's degree",NA
32,1,"United Kingdom","software development and IT","Self-employed freelancer",NA,"male",48000,NA,NA,"English","married or domestic partnership","Ph.D.",6000
32,2,"United States of America",NA,"Employed for wages",1e+05,"male",83000,"work for a startup","Full-Stack Web Developer","English","married or domestic partnership","master's degree (non-professional)",NA
28,NA,"Singapore","software development and IT","Employed for wages",NA,"male",110000,NA,NA,"English",NA,"bachelor's degree",7000
28,NA,"United States of America","software development and IT","Self-employed freelancer",NA,"male",32000,NA,NA,"English",NA,"bachelor's degree",50000
27,NA,"Mexico","education","Employed for wages",NA,"male",9000,"start your own business",NA,"Spanish",NA,"bachelor's degree",NA
19,NA,"Germany","education","Self-employed freelancer",50000,"male",6000,"work for a startup","Full-Stack Web Developer","German",NA,"some college credit, no degree",NA
30,NA,"United States of America","transportation","Self-employed freelancer",NA,"male",24000,"start your own business",NA,"English",NA,"some college credit, no degree",NA
20,NA,"Rwanda",NA,"Not working but looking for work",NA,"male",NA,"freelance",NA,"Kinyarwanda",NA,"high school diploma or equivalent (GED)",NA
59,NA,"Australia","sales","Employed for wages",NA,"male",20000,"start your own business",NA,"English",NA,"professional degree (MBA, MD, JD, etc.)",NA
22,NA,"Sweden",NA,"Not working but looking for work",35000,"male",NA,"work for a medium-sized company","Mobile Developer","Swedish",NA,"some college credit, no degree",NA
29,1,"Indonesia",NA,"Employed for wages",60000,"female",12000,"work for a multinational corporation","Data Scientist / Data Engineer","Malay Bhasa Indonesia","married or domestic partnership","bachelor's degree",NA
NA,NA,NA,NA,NA,NA,NA,NA,"freelance",NA,NA,NA,NA,NA
34,NA,"Germany",NA,"Not working and not looking for work",NA,"female",NA,"start your own business",NA,"German",NA,"Ph.D.",NA
30,NA,"Bulgaria","software development and IT","Employed for wages",NA,"female",NA,NA,NA,NA,NA,"bachelor's degree",NA
27,NA,"United Kingdom","software development and IT","Employed for wages",40000,"male",26000,"work for a multinational corporation","Full-Stack Web Developer","English",NA,"some college credit, no degree",15000
43,2,"United States of America","education","Employed for wages",NA,"male",30000,"freelance",NA,"English","married or domestic partnership","master's degree (non-professional)",15000
52,4,"United States of America","education","Employed for wages",NA,"female",50000,"freelance",NA,"English","married or domestic partnership","bachelor's degree",NA
16,NA,"United States of America",NA,"Not working and not looking for work",NA,"male",NA,"freelance",NA,"English",NA,"some high school",NA
22,NA,"Italy",NA,"Not working but looking for work",18000,"male",NA,"work for a medium-sized company","DevOps / SysAdmin","Italian",NA,"high school diploma or equivalent (GED)",NA
54,3,"Sweden","software development and IT","Self-employed business owner",NA,"male",70000,"work for a startup","Product Manager","Swedish","married or domestic partnership","master's degree (non-professional)",NA
56,NA,"United States of America",NA,"Not working but looking for work",65000,"male",NA,"work for a medium-sized company","Full-Stack Web Developer","English",NA,"bachelor's degree",NA
31,NA,"South Africa",NA,"Self-employed freelancer",NA,"male",15600,"start your own business",NA,"English",NA,"some college credit, no degree",NA
17,NA,"United Kingdom",NA,"Not working and not looking for work",NA,"male",NA,"freelance",NA,"English",NA,"no high school (secondary school)",NA
31,NA,"Brazil","software development and IT","Self-employed business owner",NA,"male",70000,NA,NA,"Portuguese",NA,"master's degree (non-professional)",NA
24,NA,"India","software development and IT","Employed for wages",NA,"male",10000,NA,NA,"Hindi",NA,"bachelor's degree",NA
43,NA,"South Africa","construction and extraction","Employed for wages",48000,"male",54000,"work for a medium-sized company","Data Scientist / Data Engineer","English",NA,"bachelor's degree",NA
33,NA,"Portugal",NA,"Not working but looking for work",10000,"male",NA,"work for a medium-sized company","Front-End Web Developer","Portuguese",NA,"high school diploma or equivalent (GED)",NA
28,NA,"United Kingdom","software development and IT","Employed for wages",NA,"male",70000,NA,NA,"Telugu","married or domestic partnership","master's degree (non-professional)",NA
45,5,"United States of America",NA,"A stay-at-home parent or homemaker",NA,"male",NA,"freelance",NA,"English","married or domestic partnership","some college credit, no degree",25000
20,NA,"United Kingdom","software development and IT","Employed for wages",NA,"male",20000,NA,NA,"English",NA,"bachelor's degree",10000
35,2,"United States of America","education","Employed for wages",NA,"male",77000,NA,NA,"English","married or domestic partnership","Ph.D.",20000
20,NA,"United States of America","software development and IT","Employed for wages",NA,"male",60000,NA,NA,"English",NA,"bachelor's degree",NA
40,NA,"Brazil","software development and IT","Employed for wages",NA,"male",40000,NA,NA,"Portuguese",NA,"some college credit, no degree",NA
18,NA,"India",NA,"Not working but looking for work",NA,"male",NA,"freelance",NA,"Hindi",NA,"trade, technical, or vocational training",NA
23,NA,"Ukraine",NA,"Not working but looking for work",NA,"male",NA,"work for a startup","Full-Stack Web Developer","Russian",NA,"master's degree (non-professional)",NA
20,NA,"Russia",NA,"A stay-at-home parent or homemaker",NA,"female",NA,NA,NA,"Russian",NA,"high school diploma or equivalent (GED)",NA
34,4,"Albania",NA,"Not working but looking for work",40000,"female",NA,"work for a medium-sized company","Data Scientist / Data Engineer","English","married or domestic partnership","bachelor's degree",30000
35,2,"Poland","finance","Employed for wages",NA,"male",25000,"start your own business",NA,"Polish","married or domestic partnership","bachelor's degree",NA
31,NA,"Canada","arts, entertainment, sports, or media","Employed for wages",NA,"female",NA,"freelance",NA,"English","married or domestic partnership","bachelor's degree",NA
34,NA,"United States of America","software development and IT","Employed for wages",NA,"male",45000,NA,NA,"English","married or domestic partnership","bachelor's degree",26000
32,NA,"Netherlands (Holland, Europe)","finance","Employed for wages",NA,"male",NA,"work for a medium-sized company","Data Scientist / Data Engineer","Dutch",NA,"master's degree (non-professional)",NA
12,NA,"Canada",NA,NA,NA,"male",NA,NA,"Full-Stack Web Developer","English",NA,"no high school (secondary school)",NA
28,NA,"Germany","finance","Employed for wages",40000,"female",30000,"work for a startup","Back-End Web Developer","English",NA,"master's degree (non-professional)",NA
27,1,"Ukraine","software development and IT","Employed for wages",NA,"male",NA,NA,NA,"Ukrainian","married or domestic partnership","professional degree (MBA, MD, JD, etc.)",NA
28,NA,"United States of America",NA,"Not working but looking for work",50000,"male",NA,"work for a startup","Full-Stack Web Developer","English",NA,"some college credit, no degree",NA
43,NA,"Germany",NA,"Not working but looking for work",30000,"male",NA,"work for a medium-sized company","Front-End Web Developer","German",NA,"master's degree (non-professional)",10000
32,NA,"United States of America","software development and IT","Employed for wages",NA,"male",80000,NA,NA,"Spanish","single, never married","some college credit, no degree",48000
36,NA,"Canada","software development and IT","Self-employed business owner",NA,"female",30000,NA,NA,"English",NA,"bachelor's degree",NA
34,1,"Kenya","education","Self-employed freelancer",NA,"male",6000,"start your own business",NA,"English","married or domestic partnership","trade, technical, or vocational training",5000
24,NA,"South Africa","arts, entertainment, sports, or media","Employed for wages",1e+05,"male",16000,"work for a medium-sized company","Full-Stack Web Developer","English","married or domestic partnership","associate's degree",NA
